2019-05-24 11:04:42.292012,60.1051653333,19.9454278333
2019-05-24 11:04:44.276286,60.105166,19.9454288333
2019-05-24 11:04:46.271787,60.1051668333,19.945428
2019-05-24 11:04:48.266447,60.1051658333,19.9454255
2019-05-24 11:04:50.264563,60.1051651667,19.9454233333
2019-05-24 11:04:52.260191,60.1051653333,19.9454318333
2019-05-24 11:04:54.258426,60.105166,19.9454348333
2019-05-24 11:04:56.254197,60.105167,19.9454345
2019-05-24 11:04:58.253397,60.1051676667,19.9454343333
2019-05-24 11:05:00.252691,60.105168,19.9454343333
2019-05-24 11:05:02.246295,60.105167,19.9454336667
2019-05-24 11:05:04.248592,60.1051663333,19.945433
2019-05-24 11:05:06.266556,60.1051656667,19.9454318333
2019-05-24 11:05:08.283792,60.1051651667,19.9454355
2019-05-24 11:05:10.299925,60.1051646667,19.9454415
2019-05-24 11:05:12.315517,60.1051648333,19.9454418333
2019-05-24 11:05:14.322056,60.1051651667,19.9454423333
2019-05-24 11:05:16.328623,60.1051653333,19.9454435
2019-05-24 11:05:18.336758,60.1051656667,19.9454448333
2019-05-24 11:05:20.341335,60.1051666667,19.945445
2019-05-24 11:05:22.349488,60.1051665,19.9454458333
2019-05-24 11:05:24.345590,60.1051663333,19.9454458333
2019-05-24 11:05:26.351026,60.1051665,19.9454426667
2019-05-24 11:05:28.352608,60.1051678333,19.9454428333
2019-05-24 11:05:30.356377,60.1051681667,19.9454431667
2019-05-24 11:05:32.356499,60.1051686667,19.9454418333
2019-05-24 11:05:34.359421,60.1051703333,19.9454423333
2019-05-24 11:05:36.357730,60.1051713333,19.9454418333
2019-05-24 11:05:38.347409,60.1051713333,19.9454415
2019-05-24 11:05:40.336538,60.1051721667,19.945443
2019-05-24 11:05:42.319999,60.105172,19.9454428333
2019-05-24 11:05:44.317119,60.1051733333,19.9454433333
2019-05-24 11:05:46.312030,60.1051748333,19.9454435
2019-05-24 11:05:48.306127,60.1051746667,19.945444
2019-05-24 11:05:50.303626,60.105177,19.9454451667
2019-05-24 11:05:52.300782,60.1051776667,19.9454468333
2019-05-24 11:05:54.292745,60.1051775,19.9454466667
2019-05-24 11:05:56.294446,60.1051776667,19.9454473333
2019-05-24 11:05:58.293331,60.1051775,19.9454451667
2019-05-24 11:06:00.288385,60.1051786667,19.945447
2019-05-24 11:06:02.287007,60.1051786667,19.9454473333
2019-05-24 11:06:04.284520,60.1051776667,19.945447
2019-05-24 11:06:06.285519,60.1051793333,19.9454468333
2019-05-24 11:06:08.286124,60.1051788333,19.9454465
2019-05-24 11:06:10.282881,60.105179,19.9454465
2019-05-24 11:06:12.280092,60.1051785,19.9454463333
2019-05-24 11:06:14.280854,60.1051776667,19.945448
2019-05-24 11:06:16.280228,60.1051771667,19.9454478333
2019-05-24 11:06:18.281299,60.1051768333,19.9454495
2019-05-24 11:06:20.281240,60.1051753333,19.9454501667
2019-05-24 11:06:22.274752,60.1051735,19.9454528333
2019-05-24 11:06:24.277538,60.105172,19.945453
2019-05-24 11:06:26.274843,60.1051708333,19.9454531667
2019-05-24 11:06:28.276209,60.1051711667,19.9454568333
2019-05-24 11:06:30.277255,60.1051705,19.9454601667
2019-05-24 11:06:32.277047,60.1051685,19.9454621667
2019-05-24 11:06:34.270659,60.1051693333,19.945463
2019-05-24 11:06:36.282937,60.1051728333,19.9454651667
2019-05-24 11:06:38.272258,60.1051745,19.9454591667
2019-05-24 11:06:40.267711,60.105174,19.9454565
2019-05-24 11:06:42.272221,60.1051706667,19.9454553333
2019-05-24 11:06:44.274256,60.1051703333,19.9454555
2019-05-24 11:06:46.276544,60.1051716667,19.9454551667
2019-05-24 11:06:48.279546,60.1051733333,19.9454563333
2019-05-24 11:06:50.279888,60.1051745,19.9454585
2019-05-24 11:06:52.279753,60.1051748333,19.9454603333
2019-05-24 11:06:54.282232,60.1051753333,19.9454625
2019-05-24 11:06:56.281848,60.1051755,19.9454641667
2019-05-24 11:06:58.280318,60.1051778333,19.9454636667
2019-05-24 11:07:00.285609,60.1051783333,19.9454653333
2019-05-24 11:07:02.279162,60.1051783333,19.9454665
2019-05-24 11:07:04.281815,60.1051796667,19.9454663333
2019-05-24 11:10:27.332761,60.105174,19.9454408333
2019-05-24 11:10:29.331287,60.105173,19.9454423333
2019-05-24 11:10:31.338498,60.1051723333,19.9454421667
2019-05-24 11:10:33.334467,60.1051721667,19.9454403333
2019-05-24 11:10:35.334951,60.1051713333,19.9454426667
2019-05-24 11:10:37.335104,60.1051711667,19.9454445
2019-05-24 11:10:39.335489,60.1051716667,19.9454453333
2019-05-24 11:10:41.337150,60.1051723333,19.9454463333
2019-05-24 11:10:43.337481,60.1051718333,19.9454466667
2019-05-24 11:10:45.337312,60.105172,19.9454466667
2019-05-24 11:10:47.333604,60.1051715,19.9454486667
2019-05-24 11:10:49.337948,60.1051713333,19.9454508333
2019-05-24 11:10:51.339658,60.10517,19.9454481667
2019-05-24 11:10:53.339715,60.1051686667,19.9454475
2019-05-24 11:10:55.341199,60.1051678333,19.9454478333
2019-05-24 11:10:57.339474,60.1051673333,19.9454491667
2019-05-24 11:10:59.341208,60.1051675,19.9454503333
2019-05-24 11:11:01.353803,60.1051673333,19.9454513333
2019-05-24 11:11:03.341394,60.1051691667,19.945453
2019-05-24 11:11:05.337792,60.1051696667,19.9454558333
2019-05-24 11:11:07.342206,60.105172,19.9454551667
2019-05-24 11:11:09.338897,60.1051713333,19.9454521667
2019-05-24 11:11:11.340743,60.1051705,19.9454508333
2019-05-24 11:11:13.336650,60.105169,19.9454501667
2019-05-24 11:14:35.348902,60.1048243333,19.9460748333
2019-05-24 11:14:37.348312,60.1048233333,19.9460761667
2019-05-24 11:14:39.348420,60.1048226667,19.9460776667
2019-05-24 11:14:41.346013,60.1048221667,19.9460783333
2019-05-24 11:14:43.344028,60.1048231667,19.9460781667
2019-05-24 11:14:45.345356,60.104824,19.9460786667
2019-05-24 11:14:47.351668,60.1048221667,19.946079
2019-05-24 11:14:49.351023,60.10482,19.9460815
2019-05-24 11:14:51.348658,60.1048195,19.9460831667
2019-05-24 11:14:53.350223,60.1048178333,19.946085
2019-05-24 11:14:55.350015,60.1048185,19.946084
2019-05-24 11:14:57.348357,60.1048211667,19.9460835
2019-05-24 11:14:59.349462,60.1048203333,19.9460858333
2019-05-24 11:15:01.357515,60.1048188333,19.9460881667
2019-05-24 11:15:03.350801,60.104822,19.9460886667
2019-05-24 11:15:05.345497,60.1048216667,19.946087
2019-05-24 11:15:07.349071,60.104823,19.9460868333
2019-05-24 11:15:09.352237,60.1048225,19.9460875
2019-05-24 11:15:11.351632,60.104822,19.9460858333
2019-05-24 11:15:13.346561,60.1048211667,19.9460826667
2019-05-24 11:15:15.347900,60.1048211667,19.9460855
2019-05-24 11:15:17.351721,60.1048215,19.9460845
2019-05-24 11:15:19.355647,60.1048206667,19.9460825
2019-05-24 11:15:21.353210,60.1048198333,19.9460818333
2019-05-24 11:15:23.346784,60.1048185,19.9460793333
2019-05-24 11:15:44.354734,60.10482,19.9460826667
2019-05-24 11:15:49.355131,60.1048188333,19.946085
2019-05-24 11:15:54.356104,60.10482,19.9460838333
2019-05-24 11:15:59.356720,60.1048211667,19.9460826667
